> assign400.txt | 17 May 2024, 06:42:31 | Seed=3977932950 | n=400
0		1.0
0.01		1.1741293532338308
0.02		1.277363184079602
0.03		1.2810945273631842
0.04		1.2599502487562189
0.05		1.4154228855721394
0.06		1.3681592039800996
0.07		1.3296019900497513
0.08		1.291044776119403
0.09		1.2686567164179106
0.1		1.4502487562189055
0.2		1.5833333333333333
0.3		1.4179104477611941
0.4		1.5248756218905473
0.5		1.5472636815920398
0.6		1.5037313432835822
0.7		1.421641791044776
0.8		1.5
0.9		1.5870646766169154
1		1.5099502487562189
> assign400.txt | 17 May 2024, 06:42:43 | Seed=2977138497 | n=400
0		1.0
0.01		1.0335820895522387
0.02		1.199004975124378
0.03		1.3830845771144278
0.04		1.4191542288557213
0.05		1.4241293532338308
0.06		1.404228855721393
0.07		1.3333333333333333
0.08		1.2922885572139304
0.09		1.3681592039800996
0.1		1.5472636815920398
0.2		1.5174129353233832
0.3		1.3569651741293531
0.4		1.4850746268656716
0.5		1.3743781094527363
0.6		1.4825870646766168
0.7		1.5348258706467661
0.8		1.4763681592039801
0.9		1.4527363184079602
1		1.63681592039801
> assign400.txt | 17 May 2024, 06:42:54 | Seed=3574856790 | n=400
0		1.0
0.01		1.199004975124378
0.02		1.228855721393035
0.03		1.3669154228855722
0.04		1.4303482587064678
0.05		1.2487562189054726
0.06		1.2885572139303483
0.07		1.2537313432835822
0.08		1.36318407960199
0.09		1.294776119402985
0.1		1.2898009950248757
0.2		1.4514925373134329
0.3		1.472636815920398
0.4		1.455223880597015
0.5		1.527363184079602
0.6		1.5559701492537314
0.7		1.4340796019900497
0.8		1.4639303482587065
0.9		1.4825870646766168
1		1.5621890547263682
> assign400.txt | 17 May 2024, 06:43:06 | Seed=2638429600 | n=400
0		1.0
0.01		1.1890547263681592
0.02		1.228855721393035
0.03		1.2972636815920398
0.04		1.2512437810945274
0.05		1.3681592039800996
0.06		1.3781094527363185
0.07		1.2251243781094527
0.08		1.3407960199004976
0.09		1.3606965174129353
0.1		1.445273631840796
0.2		1.4950248756218905
0.3		1.5323383084577114
0.4		1.4639303482587065
0.5		1.507462686567164
0.6		1.5758706467661692
0.7		1.6181592039800996
0.8		1.5733830845771144
0.9		1.5559701492537314
1		1.472636815920398
> assign400.txt | 17 May 2024, 06:43:17 | Seed=2058905258 | n=400
0		1.0
0.01		1.2101990049751243
0.02		1.228855721393035
0.03		1.185323383084577
0.04		1.1703980099502487
0.05		1.3072139303482586
0.06		1.3694029850746268
0.07		1.3644278606965174
0.08		1.3706467661691542
0.09		1.38681592039801
0.1		1.342039800995025
0.2		1.3470149253731343
0.3		1.4738805970149254
0.4		1.5099502487562189
0.5		1.3830845771144278
0.6		1.4689054726368158
0.7		1.4800995024875623
0.8		1.544776119402985
0.9		1.407960199004975
1		1.486318407960199
> assign400.txt | 17 May 2024, 06:43:29 | Seed=3182282959 | n=400
0		1.0
0.01		1.0907960199004976
0.02		1.287313432835821
0.03		1.2748756218905473
0.04		1.3271144278606966
0.05		1.2860696517412935
0.06		1.3669154228855722
0.07		1.4514925373134329
0.08		1.4179104477611941
0.09		1.4129353233830846
0.1		1.5174129353233832
0.2		1.4291044776119404
0.3		1.4950248756218905
0.4		1.5472636815920398
0.5		1.4751243781094527
0.6		1.5398009950248757
0.7		1.544776119402985
0.8		1.4179104477611941
0.9		1.5485074626865671
1		1.5422885572139304
> assign400.txt | 17 May 2024, 06:43:40 | Seed=2507286822 | n=400
0		1.0
0.01		1.1927860696517414
0.02		1.2761194029850746
0.03		1.2487562189054726
0.04		1.2922885572139304
0.05		1.2997512437810945
0.06		1.376865671641791
0.07		1.4328358208955223
0.08		1.478855721393035
0.09		1.5460199004975124
0.1		1.4402985074626866
0.2		1.414179104477612
0.3		1.3917910447761195
0.4		1.4465174129353233
0.5		1.492537313432836
0.6		1.5323383084577114
0.7		1.4738805970149254
0.8		1.5236318407960199
0.9		1.5733830845771144
1		1.5932835820895523
> assign400.txt | 17 May 2024, 06:43:52 | Seed=4262871977 | n=400
0		1.0
0.01		1.2238805970149254
0.02		1.105721393034826
0.03		1.2238805970149254
0.04		1.257462686567164
0.05		1.3345771144278606
0.06		1.243781094527363
0.07		1.376865671641791
0.08		1.3781094527363185
0.09		1.3208955223880596
0.1		1.3034825870646767
0.2		1.4713930348258706
0.3		1.4950248756218905
0.4		1.572139303482587
0.5		1.5149253731343284
0.6		1.5820895522388059
0.7		1.5298507462686568
0.8		1.5758706467661692
0.9		1.6044776119402986
1		1.6144278606965174
> assign400.txt | 17 May 2024, 06:44:04 | Seed=2802712684 | n=400
0		1.0
0.01		1.1878109452736318
0.02		1.1616915422885572
0.03		1.181592039800995
0.04		1.2848258706467661
0.05		1.2375621890547264
0.06		1.2761194029850746
0.07		1.2251243781094527
0.08		1.3830845771144278
0.09		1.3445273631840795
0.1		1.3606965174129353
0.2		1.558457711442786
0.3		1.3756218905472637
0.4		1.63681592039801
0.5		1.6455223880597014
0.6		1.5124378109452736
0.7		1.5111940298507462
0.8		1.4601990049751243
0.9		1.6430348258706469
1		1.4614427860696517
> assign400.txt | 17 May 2024, 06:44:16 | Seed=2044407649 | n=400
0		1.0
0.01		1.109452736318408
0.02		1.2375621890547264
0.03		1.2412935323383085
0.04		1.4104477611940298
0.05		1.4639303482587065
0.06		1.3271144278606966
0.07		1.431592039800995
0.08		1.390547263681592
0.09		1.4191542288557213
0.1		1.4154228855721394
0.2		1.4601990049751243
0.3		1.5037313432835822
0.4		1.4900497512437811
0.5		1.5261194029850746
0.6		1.513681592039801
